m/m_earth,a_p
100.0,1.0
100.0,6.309573444801933
100.0,39.810717055349734
316.2277660168379,1.0
316.2277660168379,6.309573444801933
316.2277660168379,39.810717055349734
1000.0,1.0
1000.0,6.309573444801933
1000.0,39.810717055349734
