m_planet,time,a
0.00030027,2349000.0,7333.6984225827755
0.00030027,2349000.0,-20243.380055602724
0.00030027,2349000.0,-1830.7994558048408
0.00030027,2349000.0,20391.455617296626
0.00030027,2349000.0,22564.010876398734
0.00030027,2349000.0,-509673.07068105566
0.00030027,2349000.0,16894.85919079526
0.00030027,2349000.0,14369.511785387607
0.00030027,2349000.0,15202.039966453232
0.00030027,2349000.0,18616.77113124289
0.00030027,2349000.0,20270.92516105701
0.00030027,2349000.0,30.23535095323699
0.00030027,2349000.0,37652.89084505592
0.00030027,2349000.0,19745.70488776252
0.00030027,2349000.0,19115.926396942516
0.00030027,2349000.0,1.1697862370953933
0.00030027,2349000.0,2.820045494464931
0.00030027,2349000.0,50638.283595061206
0.00030027,2349000.0,18180.95112802989
0.00030027,2349000.0,27927.58898804738
0.00030027,2349000.0,19626.05364683586
0.00030027,2349000.0,47287.21237026926
0.00030027,2349000.0,-158.8865017797814
0.00030027,2349000.0,50.70216038049185
0.00030027,2349000.0,15600.574034561076
