m_planet,time,a
0.0094955,99000.0,-375.96944867786965
0.0094955,99000.0,-85.45963417309692
0.0094955,99000.0,-7.399245358207439
0.0094955,99000.0,-596.8502361006242
0.0094955,99000.0,-3081.3501350404304
0.0094955,99000.0,-1184.205380270588
0.0094955,99000.0,-162.9189615913489
0.0094955,99000.0,-3624.612113532552
0.0094955,99000.0,-582.5906739170343
0.0094955,99000.0,-160.515480163804
0.0094955,99000.0,-763.4245496170945
0.0094955,99000.0,-191.1573067442423
0.0094955,99000.0,-280.53215717102404
0.0094955,99000.0,-242.43930079510676
0.0094955,99000.0,-417.30900465948173
0.0094955,99000.0,0.589952732202994
0.0094955,99000.0,-1641.3552648729215
0.0094955,99000.0,-208.56577853200406
0.0094955,99000.0,-197.30019939686477
0.0094955,99000.0,-258.69749038180356
0.0094955,99000.0,-422.43973958001453
0.0094955,99000.0,-152.24348452673013
0.0094955,99000.0,-151.83553516992765
0.0094955,99000.0,-2333.545439733396
0.0094955,99000.0,-155.38400104114726
0.0094955,99000.0,-62.44447485793307
0.0094955,99000.0,-2063.411304421153
0.0094955,99000.0,-53.64186802267787
0.0094955,99000.0,-1233.3297779844938
0.0094955,99000.0,-303.7061998046717
0.0094955,99000.0,-185.74361151133206
0.0094955,99000.0,-920.789807697427
0.0094955,99000.0,0.6126540935530352
0.0094955,99000.0,-1991.9095987949418
0.0094955,99000.0,-202.40512868024587
0.0094955,99000.0,-178.58565873592056
0.0094955,99000.0,-2390.9014947786286
0.0094955,99000.0,-160.09507940441628
0.0094955,99000.0,-116.27702737062617
0.0094955,99000.0,-143.06555918653342
0.0094955,99000.0,-1872.9571840648182
0.0094955,99000.0,-125.31210674651118
0.0094955,99000.0,-2636.541337664539
0.0094955,99000.0,14414.486618512015
0.0094955,99000.0,-152.32917396054967
0.0094955,99000.0,-104.40604078511137
0.0094955,99000.0,-204.68277651790578
0.0094955,99000.0,-214.92583839763114
0.0094955,99000.0,0.594998308704736
0.0094955,99000.0,0.6513529508417183
0.0094955,99000.0,-166.904463698542
0.0094955,99000.0,-764.5487454458286
0.0094955,99000.0,-94.74522559195373
0.0094955,99000.0,0.6837887965498098
0.0094955,99000.0,-1205.0471464086202
0.0094955,99000.0,-1389.4569270357033
0.0094955,99000.0,-379.199110633897
0.0094955,99000.0,0.6675725677044296
0.0094955,99000.0,-171.38257645510424
0.0094955,99000.0,-192.4209618364024
0.0094955,99000.0,-105.35625983074286
0.0094955,99000.0,-227.69506464305653
0.0094955,99000.0,-385.6207572692183
0.0094955,99000.0,13951.47813687746
0.0094955,99000.0,-187.41632615279613
0.0094955,99000.0,-157.023861821387
0.0094955,99000.0,0.6305181991273645
0.0094955,99000.0,-80.97207038691397
0.0094955,99000.0,-199.90955682205853
0.0094955,99000.0,-296.0146042400704
0.0094955,99000.0,0.6012020671959459
0.0094955,99000.0,-594.6038357409741
0.0094955,99000.0,-506.9253882994189
0.0094955,99000.0,-2379.5172645887105
0.0094955,99000.0,-753.3101071824957
0.0094955,99000.0,-229.001658507958
0.0094955,99000.0,-210.85296569635125
0.0094955,99000.0,0.669266496065428
0.0094955,99000.0,-94.61918212068052
0.0094955,99000.0,0.6303630689734282
0.0094955,99000.0,-501.3251710220494
0.0094955,99000.0,-165.82580612878857
0.0094955,99000.0,-424.5261761227699
0.0094955,99000.0,-189.34401996897714
0.0094955,99000.0,-126.73509887891132
0.0094955,99000.0,-212.01798158966707
0.0094955,99000.0,-2765.720495022531
0.0094955,99000.0,-402.27751097379445
0.0094955,99000.0,-312.5622987499867
0.0094955,99000.0,-160.56914091103215
0.0094955,99000.0,-416.46191351707375
0.0094955,99000.0,6168.71005831158
0.0094955,99000.0,-81.29670695825534
0.0094955,99000.0,-372.23219635132193
0.0094955,99000.0,-267.2101556130789
0.0094955,99000.0,-396.25689534874135
0.0094955,99000.0,-532.082881179929
0.0094955,99000.0,-123.30728634388579
0.0094955,99000.0,-109.59167152774322
0.0094955,99000.0,-665.2498522348513
0.0094955,99000.0,0.6868546668723828
0.0094955,99000.0,-2968.025652555308
0.0094955,99000.0,-568.4111233785045
0.0094955,99000.0,-146.73306303200084
0.0094955,99000.0,0.6048886611193747
0.0094955,99000.0,-243.0384175294114
0.0094955,99000.0,-171.12496375926813
0.0094955,99000.0,-250.7741461601462
0.0094955,99000.0,-1438.3212276622464
0.0094955,99000.0,-270.06671725507533
0.0094955,99000.0,-437.7565703849034
0.0094955,99000.0,-182.28234377941035
0.0094955,99000.0,0.6314582602345281
0.0094955,99000.0,-5535.303475462562
0.0094955,99000.0,-10.721413541127722
0.0094955,99000.0,-4273.311166676532
0.0094955,99000.0,-1889.9856074439722
0.0094955,99000.0,-231.3280988669532
0.0094955,99000.0,-226.62667584466607
0.0094955,99000.0,2725.2035948054054
0.0094955,99000.0,-491.38029457946845
0.0094955,99000.0,-212.20244974468025
