5e-05,46000.0,1005932,Ejected
5e-05,337000.0,1005940,Captured
5e-05,1171000.0,1005906,Ejected
5e-05,3264000.0,1005926,Ejected
5e-05,3372000.0,1005896,Ejected
0.0001,819000.0,1036278,Ejected
0.0001,122000.0,1036280,Captured
0.0001,937000.0,1036301,Ejected
0.0001,1392000.0,1036263,Ejected
0.0001,1678000.0,1036264,Ejected
0.0001,1965000.0,1036274,Ejected
0.0001,1123000.0,1036270,Ejected
0.0001,3860000.0,1036294,Ejected
0.0001,2505000.0,1036255,Ejected
0.0001,2439000.0,1036281,Ejected
0.0001,2478000.0,1036302,Ejected
0.0001,2374000.0,1036258,Ejected
0.0001,2312000.0,1036285,Ejected
0.0001,2787000.0,1036287,Ejected
0.00030027,12000.0,146519,Ejected
0.00030027,96000.0,146522,Ejected
0.00030027,474000.0,146512,Ejected
0.00030027,527000.0,146478,Ejected
0.00030027,254000.0,146496,Ejected
0.00030027,157000.0,146485,Ejected
0.00030027,296000.0,146508,Ejected
0.00030027,345000.0,146482,Ejected
0.0001,2882000.0,1036279,Ejected
0.0001,2461000.0,1036272,Ejected
0.00030027,586000.0,146495,Ejected
0.00030027,223000.0,146477,Ejected
0.00030027,245000.0,146500,Ejected
0.00030027,338000.0,146504,Ejected
0.00030027,379000.0,146476,Ejected
0.00030027,430000.0,146486,Ejected
0.00030027,534000.0,146510,Ejected
0.00030027,484000.0,146518,Ejected
0.00030027,276000.0,146501,Ejected
0.00030027,306000.0,146484,Ejected
0.00030027,641000.0,146514,Ejected
0.0001,4106000.0,1036300,Ejected
0.00030027,488000.0,146502,Ejected
0.00030027,391000.0,146511,Ejected
0.00030027,29000.0,146521,Ejected
0.00030027,271000.0,146498,Ejected
0.00030027,373000.0,146488,Ejected
0.00030027,419000.0,146479,Ejected
0.0001,3289000.0,1036273,Ejected
0.0001,2005000.0,1036271,Ejected
0.0001,1946000.0,1036299,Ejected
0.00030027,576000.0,146483,Ejected
0.0001,3897000.0,1036267,Ejected
0.0001,1591000.0,1036262,Captured
0.0001,2501000.0,1036256,Ejected
0.0001,2768000.0,1036291,Ejected
0.0001,3585000.0,1036277,Ejected
0.0001,2385000.0,1036303,Ejected
0.0001,4423000.0,1036288,Ejected
0.00030027,1309000.0,146516,Ejected
0.0001,4934000.0,1036298,Ejected
