m_planet,time,a,e
0.0012589254117941675,619610.1012238543,0.7218417453692871,0.11760691447356879
0.0012589254117941675,619610.1012238543,0.9608590761218768,0.034187630382965926
0.0012589254117941675,619610.1012238543,0.7217616268118158,0.15273129421663342
0.0012589254117941675,619610.1012238543,0.9613642644123829,0.06797354340217932
0.0012589254117941675,619610.1012238543,0.6480776408010144,0.04715551183160591
0.0012589254117941675,619609.1018527234,Unbound,1.0001283851012142
0.0012589254117941675,619610.1012238543,0.6550918046593981,0.05808373635128106
0.0012589254117941675,619610.1012238543,0.9617649264488553,0.034910913579604616
0.0012589254117941675,619610.1012238543,1.0066267884447366,0.21504697690085386
0.0012589254117941675,619610.1012238543,0.9904341613665262,0.04588506293082047
0.0012589254117941675,619610.1012238543,1006.9518971577061,0.9989432131295319
0.0012589254117941675,619610.1012238543,0.6632584586687303,0.03847848170574785
0.0012589254117941675,619609.1018527234,Unbound,11.315350641343496
0.0012589254117941675,619610.1012238543,0.7811661670483794,0.1114310435957939
0.0012589254117941675,619610.1012238543,1.0208560471467742,0.058804660980048905
0.0012589254117941675,619610.1012238543,0.7374996979664729,0.036699033089824
0.0012589254117941675,619610.1012238543,0.7404901063682084,0.09652553039559658
0.0012589254117941675,619610.1012238543,0.99642546448273,0.31192145384474834
0.0012589254117941675,619610.1012238543,0.7738562752796269,0.28072249888542583
0.0012589254117941675,619610.1012238543,1.0209204039042576,0.1838721042375752
0.0012589254117941675,619610.1012238543,0.5302535294614042,0.5739249060078185
0.0012589254117941675,619610.1012238543,0.7574253858203435,0.16057119907794623
0.0012589254117941675,619610.1012238543,0.6598681169251361,0.13752699053227466
0.0012589254117941675,619609.1018527234,Unbound,1.2765966232084622
0.0012589254117941675,619610.1012238543,0.7529049633369057,0.0606996442170335
0.0012589254117941675,619610.1012238543,0.9914742091683479,0.013380630475103263
0.0012589254117941675,619610.1012238543,0.6679370624382472,0.16561381738549877
0.0012589254117941675,619610.1012238543,0.7216480556874835,0.007332850811736816
0.0012589254117941675,619610.1012238543,0.6704108405677798,0.08021723258284728
0.0012589254117941675,619610.1012238543,0.7727250387139325,0.12196494205339013
0.0012589254117941675,619610.1012238543,0.5934801779276704,0.4333303437882437
0.0012589254117941675,619610.1012238543,0.5892021104026015,0.43478850158293614
0.0012589254117941675,619610.1012238543,0.9955295574270784,0.09816194169246484
0.0012589254117941675,619610.1012238543,0.643868917992886,0.1547629604068142
0.0012589254117941675,619610.1012238543,12049.949008826588,0.9991449535341126
0.0012589254117941675,619610.1012238543,0.7086653455394517,0.21091001568255563
0.0012589254117941675,619610.1012238543,0.8182919053119415,0.23614983996422756
0.0012589254117941675,619610.1012238543,0.7736623042026168,0.08617883416077202
0.0012589254117941675,619609.1018527234,Unbound,1.0567165330213013
0.0012589254117941675,619610.1012238543,0.6200575652215974,0.24450145543164706
0.0012589254117941675,619610.1012238543,0.6189498292888677,0.23554189396941796
0.0012589254117941675,619610.1012238543,1.0230663465519645,0.10529155455499696
0.0012589254117941675,619610.1012238543,0.7110775866547782,0.170551436099631
0.0012589254117941675,619610.1012238543,0.6696770520793718,0.08665758073738393
0.0012589254117941675,619610.1012238543,0.6934731085728493,0.06574194645325694
0.0012589254117941675,619610.1012238543,0.6742544944811334,0.09371850401196487
0.0012589254117941675,619610.1012238543,0.6537777625218324,0.17707885172573062
0.0012589254117941675,619610.1012238543,0.7323357694045955,0.12760579352705528
0.0012589254117941675,619610.1012238543,0.9954408895295371,0.0981958376822651
0.0012589254117941675,619610.1012238543,0.9869429747928287,0.16412306550268252
0.0012589254117941675,619610.1012238543,0.7029447620498814,0.05968832389570105
0.0012589254117941675,619610.1012238543,0.7190444579054226,0.08644141749056457
0.0012589254117941675,619610.1012238543,0.6646281732467665,0.07483228118043841
0.0012589254117941675,619610.1012238543,0.7294059707505306,0.1458193049938912
0.0012589254117941675,619610.1012238543,1.0163621061462966,0.12382271846207704
0.0012589254117941675,619610.1012238543,156471.79896627046,0.9967649965163305
0.0012589254117941675,619610.1012238543,0.7180426444661332,0.06651211832398542
0.0012589254117941675,619610.1012238543,0.6671889223822487,0.23652272353862602
0.0012589254117941675,619610.1012238543,0.7071112935141899,0.0800039955524214
0.0012589254117941675,619610.1012238543,0.6917776709009593,0.08024485664782005
0.0012589254117941675,619610.1012238543,0.9951088226628053,0.2554317926020747
0.0012589254117941675,619610.1012238543,0.6480421927412114,0.045764352731825664
0.0012589254117941675,619610.1012238543,0.9820234314743126,0.0361985063778756
0.0012589254117941675,619610.1012238543,0.9765655257867508,0.10179935545936929
0.0012589254117941675,619610.1012238543,0.652233012964191,0.12973726716911313
0.0012589254117941675,619610.1012238543,0.7203866446341626,0.058112962625724275
0.0012589254117941675,619610.1012238543,1.0330124092746675,0.16084192371338724
0.0012589254117941675,619609.1018527234,Unbound,1.078750322227483
0.0012589254117941675,619610.1012238543,0.6697789331128389,0.07561225430467901
0.0012589254117941675,619610.1012238543,0.740202310725456,0.11399054114495502
0.0012589254117941675,619609.1018527234,Unbound,1.0055855902105888
0.0012589254117941675,619610.1012238543,0.972323048719282,0.19687724795556713
