m_planet,time,a,e
0.00400422,179000.0,4.690101847816355,0.023792658029533925
0.00400422,178999.0,Unbound,1.0061440894002553
0.00400422,179000.0,5.222256240797861,0.02079763107711708
0.00400422,179000.0,5.310695966841321,0.012830760820809936
0.00400422,179000.0,4.901762551734616,0.009569025335600518
0.00400422,179000.0,5.195793411110362,0.008310562444076559
0.00400422,179000.0,5.224459884310962,0.017746465852835663
0.00400422,179000.0,5.317415044656959,0.029363848354091376
0.00400422,178999.0,Unbound,4.4934467244362635
0.00400422,178999.0,Unbound,1.3234348964100957
0.00400422,179000.0,5.0908685174170625,0.018727526962131893
0.00400422,178999.0,Unbound,1.6911377367558982
0.00400422,179000.0,5.129684380117127,0.04876347392637848
0.00400422,179000.0,4.960651675049056,0.024315580577627678
0.00400422,178999.0,Unbound,4.38908587178646
0.00400422,178999.0,Unbound,1.0016051113206386
0.00400422,179000.0,4.944191123603404,0.02099773229650382
0.00400422,178999.0,Unbound,1.036796838284581
0.00400422,179000.0,2193.371062652542,0.9981653932266223
0.00400422,178999.0,Unbound,1.020154325982728
0.00400422,179000.0,6767.324408087784,0.9537597399879745
0.00400422,178999.0,Unbound,1.059968794566622
0.00400422,179000.0,4.865876390886894,0.004841336368611648
0.00400422,178999.0,Unbound,4.372640795263393
0.00400422,179000.0,4.676421114888369,0.004495948369745795
0.00400422,179000.0,3041.731449943002,0.9999662258742537
0.00400422,178999.0,Unbound,2.210979941178621
0.00400422,178999.0,Unbound,2.0929733983189
0.00400422,179000.0,4.8882878986086125,0.02974186991524041
0.00400422,179000.0,5.240525742475858,0.00757830066725222
0.00400422,179000.0,5.2344627128342935,0.009938428695564895
0.00400422,179000.0,5.314384918744265,0.02287119856273438
0.00400422,179000.0,5.119762748849864,0.007757642106199365
0.00400422,179000.0,4.978956399013451,0.01877913675921178
0.00400422,179000.0,4.984771931955481,0.013821522162350025
0.00400422,179000.0,5.363885763155083,0.024899711204178315
0.00400422,178999.0,Unbound,4.144566782572171
0.00400422,179000.0,5.068973154873666,0.009822749669939129
0.00400422,179000.0,5.352206616917629,0.0016092623554718481
0.00400422,178999.0,Unbound,1.6434669134791575
0.00400422,179000.0,5.033270490592964,0.005506223455242981
0.00400422,179000.0,5.1853931560051425,0.0031775432614282676
0.00400422,178999.0,Unbound,5.219221372762742
0.00400422,179000.0,5.1090095667941435,0.04504460868463845
0.00400422,179000.0,5.1092600308494385,0.015765279103334046
0.00400422,178999.0,Unbound,2.381038278592669
0.00400422,179000.0,4.818392944632245,0.015224804768886085
0.00400422,179000.0,4.868829244446533,0.012394798845507234
0.00400422,179000.0,4.83721213135361,0.002934912912375663
0.00400422,179000.0,4.8559555501796945,0.015206644169746203
0.00400422,179000.0,5.121513817552733,0.01554400278451128
0.00400422,179000.0,5.05143234415822,0.005859990714918003
0.00400422,179000.0,4.951150357432408,0.027199642951371495
0.00400422,179000.0,5.013184690558121,0.008203083967634363
0.00400422,179000.0,5.013597037815994,0.027110106351031504
0.00400422,179000.0,4.996062663102267,0.035204288165790014
