m_planet,time,a
0.0094955,99000.0,-113.51593545759346
0.0094955,99000.0,455.7109640861636
0.0094955,99000.0,-136.0670790222535
0.0094955,99000.0,-61.761893979420286
0.0094955,99000.0,-162.94621210932772
0.0094955,99000.0,-199.69575733899387
0.0094955,99000.0,-177.03386819638246
0.0094955,99000.0,-310.17251908123905
0.0094955,99000.0,-29529.805467069633
0.0094955,99000.0,-231.52751932255353
0.0094955,99000.0,16099.424048416822
0.0094955,99000.0,-132.3300312117493
0.0094955,99000.0,-4256.549996870141
0.0094955,99000.0,-93.16407275463969
0.0094955,99000.0,-216.8319505693438
0.0094955,99000.0,2689.5418641337737
0.0094955,99000.0,360.6767056352014
0.0094955,99000.0,2649.0071433821863
0.0094955,99000.0,1582.1625304730514
0.0094955,99000.0,-804.2962755873853
0.0094955,99000.0,-197.7706397675456
0.0094955,99000.0,-1511.7461055511333
0.0094955,99000.0,-399.72499038149505
0.0094955,99000.0,-643.4429500118403
0.0094955,99000.0,-80.87191262061451
0.0094955,99000.0,-3341.280461968902
0.0094955,99000.0,-160.1209521867149
0.0094955,99000.0,7685.9659133305895
0.0094955,99000.0,281.07831748460575
0.0094955,99000.0,-199.88380082069887
0.0094955,99000.0,-398.01089977107216
0.0094955,99000.0,925.5804880982025
0.0094955,99000.0,-820.0551531847741
0.0094955,99000.0,-1316.980166117007
0.0094955,99000.0,-315.3977961687465
0.0094955,99000.0,-136.57113676589566
0.0094955,99000.0,6.408317673059077
0.0094955,99000.0,20603.011297493114
0.0094955,99000.0,-266.71467632664405
0.0094955,99000.0,-245.52734720908077
0.0094955,99000.0,-74.09853131542717
0.0094955,99000.0,-445.7297207889151
0.0094955,99000.0,-864.2644298029122
0.0094955,99000.0,-222.59970186238002
0.0094955,99000.0,-147.5437693549023
0.0094955,99000.0,-2753.721697314126
0.0094955,99000.0,3004.0677983364944
0.0094955,99000.0,-281.3961951077169
0.0094955,99000.0,-262.04347977730197
0.0094955,99000.0,-135.46059342154717
0.0094955,99000.0,-264.7186134565657
0.0094955,99000.0,-402.96355053836845
0.0094955,99000.0,-272.4429360360946
0.0094955,99000.0,-115.75586659059024
0.0094955,99000.0,-259.16871504062385
0.0094955,99000.0,-195.72865538378778
0.0094955,99000.0,-217.5448089612853
0.0094955,99000.0,-739.9289605334629
0.0094955,99000.0,-1876.326994938062
0.0094955,99000.0,2965.7572024572883
0.0094955,99000.0,-909.4577617510729
0.0094955,99000.0,-620.3306010065032
0.0094955,99000.0,14.817874873533231
0.0094955,99000.0,-1188.5765808509736
0.0094955,99000.0,-1583.2018697885292
0.0094955,99000.0,-603.1507244976403
0.0094955,99000.0,2609.7787647324044
0.0094955,99000.0,8898.716277442109
0.0094955,99000.0,-181.11363155824506
0.0094955,99000.0,-774.931075827689
0.0094955,99000.0,-796.0074671181688
0.0094955,99000.0,2168.6392275865555
0.0094955,99000.0,-120.25267747846416
0.0094955,99000.0,11858.431578560938
0.0094955,99000.0,-755.5793124513186
0.0094955,99000.0,-1937.164709723958
0.0094955,99000.0,-167.6988526399962
0.0094955,99000.0,1950.720406328916
0.0094955,99000.0,-81.16761846980285
0.0094955,99000.0,-762.8419496071347
0.0094955,99000.0,-184.06258656607278
0.0094955,99000.0,-58.40133294747703
0.0094955,99000.0,-140.11779964895686
0.0094955,99000.0,-769.4039468173678
0.0094955,99000.0,-89.54286896719432
0.0094955,99000.0,-407.5861812662199
0.0094955,99000.0,-155.02663304131912
0.0094955,99000.0,-711.5134923565853
0.0094955,99000.0,-3782.1038868847836
0.0094955,99000.0,-662.9304626525872
0.0094955,99000.0,-54.78860030541259
0.0094955,99000.0,-568.0979945993821
0.0094955,99000.0,-219.10663118782455
0.0094955,99000.0,-299.6984632731196
0.0094955,99000.0,-292.2642896268136
0.0094955,99000.0,-368.71975244904877
0.0094955,99000.0,-584.8486645337204
0.0094955,99000.0,-98.87106273561604
0.0094955,99000.0,-111.43902804178585
0.0094955,99000.0,-480.1224073004003
0.0094955,99000.0,6.5415281516371
0.0094955,99000.0,-1954.9900177351071
0.0094955,99000.0,16.312977676629608
0.0094955,99000.0,-283.7812169788533
0.0094955,99000.0,21939.66358888569
0.0094955,99000.0,-219.8232973120101
0.0094955,99000.0,872.3219989562117
0.0094955,99000.0,6.374064652240665
0.0094955,99000.0,-1401.9806801097484
0.0094955,99000.0,-1871.1782378299613
0.0094955,99000.0,-408.9633214561923
0.0094955,99000.0,1177.628426913913
0.0094955,99000.0,-84.83475873293051
0.0094955,99000.0,13019.215030325224
0.0094955,99000.0,-542.8516689736679
0.0094955,99000.0,-95.17994159665834
0.0094955,99000.0,-877.1626257722422
0.0094955,99000.0,-125.63201143191549
0.0094955,99000.0,-479.528755282593
0.0094955,99000.0,1868.2344414791967
0.0094955,99000.0,-486.46625177841327
0.0094955,99000.0,-192.95770413301886
0.0094955,99000.0,-518.2624353800799
0.0094955,99000.0,-14612.574952339472
0.0094955,99000.0,-291.9801525872377
0.0094955,99000.0,-1645.8593367905644
0.0094955,99000.0,-240.21160379668578
0.0094955,99000.0,-126.31859925586262
0.0094955,99000.0,-101.00927380014022
0.0094955,99000.0,-170.19221070740872
0.0094955,99000.0,-170.3929316304875
0.0094955,99000.0,-1842.6029080372236
0.0094955,99000.0,-310.6550022514297
0.0094955,99000.0,-323.90009439655864
0.0094955,99000.0,-143.16772188087864
0.0094955,99000.0,-411.847206146514
0.0094955,99000.0,-1116.7811753970625
0.0094955,99000.0,-189.61371085536547
0.0094955,99000.0,-279.09903287715093
0.0094955,99000.0,-66.89002894689209
0.0094955,99000.0,-128.25218500080845
0.0094955,99000.0,-1475.1621241920102
0.0094955,99000.0,-2335.420391191162
0.0094955,99000.0,-74.46941927726914
0.0094955,99000.0,-1438.473965388873
0.0094955,99000.0,-83.97710085306018
0.0094955,99000.0,-120.8574677750865
0.0094955,99000.0,-183.2906401338846
0.0094955,99000.0,-103.39382471219412
0.0094955,99000.0,-201.51456480711877
0.0094955,99000.0,-132.3119753672839
0.0094955,99000.0,-73.13477899480394
0.0094955,99000.0,-137.87973737605145
0.0094955,99000.0,4246.251046523285
0.0094955,99000.0,-50.397997075328696
0.0094955,99000.0,-228.3907820320822
0.0094955,99000.0,-717.8931591326102
0.0094955,99000.0,-150.55881745220535
0.0094955,99000.0,-75.16326787867054
0.0094955,99000.0,-126.01409577581981
0.0094955,99000.0,-140.5439564100258
0.0094955,99000.0,-120.5052094927355
0.0094955,99000.0,-135.61100532976553
0.0094955,99000.0,-352.2768142295802
0.0094955,99000.0,-167.6012204784019
0.0094955,99000.0,-508.55577791878255
0.0094955,99000.0,-1009.147901949062
0.0094955,99000.0,-48.97504328904693
0.0094955,99000.0,-330.96274333210846
0.0094955,99000.0,-197.70198731387777
0.0094955,99000.0,-242.08334075000334
0.0094955,99000.0,-201.87683000089493
0.0094955,99000.0,-106.57402645780903
0.0094955,99000.0,-708.113969046911
0.0094955,99000.0,-131.7401470860885
0.0094955,99000.0,-581.7590935415836
