m_planet,time,a,e
0.00400422,534135.3701608492,3.2080869477828653,0.0291818518982841
0.00400422,534135.3701608492,3.160148021857964,0.013587017069625009
0.00400422,534135.3701608492,3.129352662392037,0.03579137311155698
0.00400422,534135.3701608492,2.930907317987883,0.03003982138628232
0.00400422,534135.3701608492,3.082776920866462,0.02253353098609339
0.00400422,534135.3701608492,3.1914440543433678,0.01416002261087582
0.00400422,534135.3701608492,3.005737296845016,0.0059767250812460555
0.00400422,534130.1843805563,Unbound,1.9542875895130458
0.00400422,534135.3701608492,11599.643365945885,0.9972469936666151
0.00400422,534130.1843805563,Unbound,1.5077741415269286
0.00400422,534135.3701608492,3.1107150948232394,0.012051044093421419
0.00400422,534135.3701608492,2.9369999722548688,0.017935409399359763
0.00400422,534135.3701608492,3.00007468510385,0.004020096876930881
0.00400422,534135.3701608492,2.8778616721810772,0.01365740711665035
0.00400422,534135.3701608492,2.9105692152495553,0.014428328530654073
0.00400422,534135.3701608492,7741.221429796762,0.9871956351146912
0.00400422,534135.3701608492,3.12959652175961,0.020710110057752768
0.00400422,534130.1843805563,Unbound,1.0029774548347454
0.00400422,534135.3701608492,100631.19388412092,0.9800619129239493
0.00400422,534135.3701608492,3.122108233825299,0.015873257178390148
0.00400422,534135.3701608492,2.206019994560514,0.10842842559333589
0.00400422,534135.3701608492,2.9623905868845424,0.013604430266629218
0.00400422,534135.3701608492,2.1769527056597435,0.11513339673630904
0.00400422,534135.3701608492,3.067407475140054,0.018015241698209672
0.00400422,534135.3701608492,2.824064461932966,0.011849744804943838
0.00400422,534135.3701608492,2.9552634117336853,0.024526576278929204
0.00400422,534135.3701608492,107124.55467810975,0.9870764895248961
0.00400422,534135.3701608492,2.9167940803046486,0.019654356747720193
0.00400422,534135.3701608492,27082.528340954726,0.9092597968127278
0.00400422,534135.3701608492,15407.643811730855,0.96217570565701
0.00400422,534130.1843805563,Unbound,1.104501747684305
0.00400422,534135.3701608492,3.106906954348805,0.03347903209549375
0.00400422,534135.3701608492,2.86469593574019,0.016102769772646547
0.00400422,534135.3701608492,2.2299306938664714,0.11343287701596057
0.00400422,534135.3701608492,3.0028424531557145,0.02917183001947456
0.00400422,534130.1843805563,Unbound,1.1860573764393594
0.00400422,534135.3701608492,2.9683920550557517,0.012788978075825165
0.00400422,534135.3701608492,2.986051463269437,0.016930359262941737
0.00400422,534135.3701608492,3.0882552468187785,0.01811087383828109
0.00400422,534135.3701608492,3.226051947765521,0.024581562403261183
0.00400422,534135.3701608492,3.036891780971401,0.01832888329922254
0.00400422,534135.3701608492,3.065163682066075,0.013526690915596598
0.00400422,534135.3701608492,2.9713246458739753,0.008833798274135031
0.00400422,534130.1843805563,Unbound,1.0376335161257502
0.00400422,534135.3701608492,111078.9392255551,0.9978347563838343
0.00400422,534135.3701608492,3.189495862921861,0.016928203845556163
0.00400422,534135.3701608492,2.845318375332088,0.002382807426161952
0.00400422,534135.3701608492,2.233007604577296,0.10031921436446063
0.00400422,534135.3701608492,3.041442101712925,0.01782153487945365
0.00400422,534135.3701608492,2.2003989808947733,0.0543144719157865
0.00400422,534135.3701608492,2.9852102242102556,0.017502195776233728
0.00400422,534135.3701608492,2.9175799065004986,0.014703166603828779
0.00400422,534135.3701608492,3.0750377143849352,0.010939764012352075
0.00400422,534135.3701608492,3.2006544877603837,0.013123142340866973
0.00400422,534135.3701608492,2.9893779482779785,0.019076470429980303
0.00400422,534135.3701608492,3.1000095368257763,0.011064064237326341
0.00400422,534135.3701608492,6252.645011883874,0.9761698388957705
0.00400422,534130.1843805563,Unbound,1.3883515970566016
0.00400422,534135.3701608492,3.061001600790178,0.015361356465010618
0.00400422,534140.555941142,2.1758012118387953,0.12936542707662674
0.00400422,534135.3701608492,2.9173591630712385,0.013161248850471081
0.00400422,534135.3701608492,3.1518741778905492,0.014405873493000869
0.00400422,534135.3701608492,3.1069768746057767,0.008741959523811339
0.00400422,534135.3701608492,2.892437815530569,0.005943027873988105
0.00400422,534135.3701608492,2.9774949408085907,0.013816376036916215
0.00400422,534135.3701608492,3.11076325323253,0.014680405267201681
0.00400422,534135.3701608492,11466.362878147089,0.9953829373755546
0.00400422,534135.3701608492,17448.06776832154,0.9841430506983612
0.00400422,534135.3701608492,2.2131833698993217,0.08706083184456652
0.00400422,534135.3701608492,2.9303850046849713,0.012284766900786457
0.00400422,534135.3701608492,3.1021158378582383,0.0023978385054872213
0.00400422,534130.1843805563,Unbound,1.0969517822654118
0.00400422,534135.3701608492,3.050410553766829,0.003298403504797106
0.00400422,534135.3701608492,2.946285429178887,0.00940605857614505
0.00400422,534135.3701608492,3.0268093734291788,0.01568984700568822
0.00400422,534130.1843805563,Unbound,5.4107429453729665
0.00400422,534135.3701608492,8565.697051828469,0.9925650688395034
0.00400422,534135.3701608492,2.987606423586985,0.03275783771933532
0.00400422,534135.3701608492,2.8990499718088394,0.012508388975482659
0.00400422,534135.3701608492,12271.837177190451,0.9586127108024457
0.00400422,534135.3701608492,3.185676211486488,0.007162314994748984
0.00400422,534135.3701608492,2.844791698823559,0.018422239479798867
0.00400422,534130.1843805563,Unbound,1.267193278285487
0.00400422,534135.3701608492,3.1027155174037713,0.004744206609284201
0.00400422,534135.3701608492,3.0645324667436893,0.024620407621560342
0.00400422,534135.3701608492,2.9377561736306315,0.0076539640613975625
0.00400422,534135.3701608492,2.920293554791402,0.00772764931721531
0.00400422,534135.3701608492,2.9781733904186263,0.008695816898335604
0.00400422,534135.3701608492,3.1546204432936116,0.01683998684329072
0.00400422,534130.1843805563,Unbound,1.0123928030438611
0.00400422,534135.3701608492,5962.248708404923,0.9912290582266944
0.00400422,534135.3701608492,2.8358003157153644,0.006907243593126818
0.00400422,534135.3701608492,2.936179975350666,0.013466127330827917
0.00400422,534130.1843805563,Unbound,1.0035666293126795
0.00400422,534135.3701608492,3.0638499327116078,0.008297682631564057
0.00400422,534130.1843805563,Unbound,1.1724082197140488
0.00400422,534135.3701608492,3.1042337855564215,0.012477171956326163
0.00400422,534135.3701608492,5165.665889956647,0.9731043961404517
0.00400422,534135.3701608492,3.1972419432778185,0.03831576864548316
0.00400422,534130.1843805563,Unbound,1.0947331983249926
0.00400422,534135.3701608492,2.917746680686769,0.015131553724452707
0.00400422,534135.3701608492,2.857905820739018,0.0030419547221011293
0.00400422,534135.3701608492,2.968396877906431,0.020419907037863422
0.00400422,534135.3701608492,2.985048839400912,0.0329714140474067
0.00400422,534130.1843805563,Unbound,1.4844229210449311
0.00400422,534130.1843805563,Unbound,1.0221874564198488
