m_planet,time,a,e
0.00168856,398662.5591398102,Unbound,1.000334246602903
0.00168856,398663.5582965979,125252.57935687764,0.9989509910641955
0.00168856,398663.5582965979,1.0467712883366378,0.06145667601161078
0.00168856,398662.5591398102,Unbound,1.0849831160005998
0.00168856,398663.5582965979,0.9877983506624441,0.020672227857682805
0.00168856,398663.5582965979,3491.4467798052265,0.983376577218744
0.00168856,398662.5591398102,Unbound,1.001873487295904
0.00168856,398663.5582965979,0.9792072698137885,0.11387511542499988
0.00168856,398662.5591398102,Unbound,1.682804113902433
0.00168856,398663.5582965979,0.9828526576095837,0.0389142375728298
0.00168856,398663.5582965979,0.9711360957137019,0.0612037333374421
0.00168856,398662.5591398102,Unbound,1.7590024121488592
0.00168856,398663.5582965979,1.0062342972512313,0.15301990477915706
0.00168856,398663.5582965979,0.9962683138701097,0.11197992504875087
0.00168856,398663.5582965979,0.9653593201274233,0.015410079960206212
0.00168856,398663.5582965979,0.9645495372241353,0.08294906903984614
0.00168856,398663.5582965979,12421.37498342519,0.9927122908120835
0.00168856,398663.5582965979,4592.2278789353,0.9959590762921501
0.00168856,398663.5582965979,6184.387613152842,0.9993158065737078
0.00168856,398663.5582965979,0.9909792190812651,0.06048259942262951
0.00168856,398662.5591398102,Unbound,1.1180848065307574
0.00168856,398662.5591398102,Unbound,1.0890564250385688
0.00168856,398663.5582965979,0.9721324502375052,0.24998137225504613
0.00168856,398663.5582965979,1.0046545840172898,0.10078963697258095
0.00168856,398663.5582965979,89441.0560780076,0.9910397748985353
0.00168856,398663.5582965979,1.0079493199875986,0.029404237539129418
0.00168856,398663.5582965979,475597.37975461205,0.9988421149764138
0.00168856,398662.5591398102,Unbound,1.0167323063970952
0.00168856,398663.5582965979,0.9914834733115304,0.19470687603092507
0.00168856,398662.5591398102,Unbound,4.6155291168355275
0.00168856,398663.5582965979,0.822953744626881,0.19570954864911605
0.00168856,398663.5582965979,0.9984294319833827,0.16044278026796566
0.00168856,398663.5582965979,1.0476886237381215,0.05523426139563997
0.00168856,398662.5591398102,Unbound,1.8181128597313083
0.00168856,398663.5582965979,1.0059686288161074,0.07354890372037116
0.00168856,398663.5582965979,0.9777781430799068,0.20242552379335016
0.00168856,398662.5591398102,Unbound,1.5833579659616266
0.00168856,398663.5582965979,0.8206280159561806,0.07403670959628358
0.00168856,398663.5582965979,1.0077741090729277,0.14055467637212377
0.00168856,398662.5591398102,Unbound,1.199834637575044
0.00168856,398662.5591398102,Unbound,1.7930204262353593
0.00168856,398662.5591398102,Unbound,1.0026049790589877
0.00168856,398663.5582965979,0.980354352303962,0.19614227055232578
0.00168856,398663.5582965979,12229.00073831678,0.9839373721055317
0.00168856,398663.5582965979,43314.98846366153,0.9826632278813204
0.00168856,398663.5582965979,1.012512310249431,0.08365883803500035
