m_planet,time,a,e
0.01,146270.4669608684,2.078950953899227,0.19184036386838915
0.01,146270.4669608684,1.9799048232116387,0.11649562938457751
0.01,146270.4669608684,0.6108634432537223,0.23117781648466385
0.01,146270.4669608684,2.4474889772656927,0.18034691840562944
0.01,146269.47192367818,Unbound,10.364321990062342
0.01,146269.47192367818,Unbound,3.7936981528968614
0.01,146270.4669608684,2.399471509705597,0.24892763446855745
0.01,146270.4669608684,1.9131883593424774,0.060902774571332974
0.01,146270.4669608684,2.353148759226263,0.04665877224695952
0.01,146270.4669608684,2.069078982659398,0.06568631528930667
0.01,146270.4669608684,2.2412437275788277,0.01865662286484524
0.01,146270.4669608684,2.2111673203847153,0.1582177450340666
0.01,146270.4669608684,2.1466383795320163,0.06537266286283618
0.01,146270.4669608684,0.604409958959178,0.03808328381885777
0.01,146270.4669608684,1.807687757623888,0.03731274451012438
0.01,146270.4669608684,1.9982115215268728,0.19690950133170507
0.01,146270.4669608684,1.9899421736357041,0.06996567963036429
0.01,146270.4669608684,2.312209068689057,0.07256398738866271
0.01,146270.4669608684,2.2316701570129105,0.07034945570594825
0.01,146270.4669608684,0.35893891586514487,0.14394765527826853
0.01,146270.4669608684,0.593407691022535,0.32191150154721454
0.01,146270.4669608684,0.5754008447677229,0.0948589827447315
0.01,146270.4669608684,1.6821222273046756,0.08150980602799554
0.01,146270.4669608684,2.0461238095607626,0.03997866544481969
0.01,146270.4669608684,15117.511819419084,0.6036240268511177
0.01,146270.4669608684,2.418996412058063,0.12600487915720526
0.01,146270.4669608684,0.3799685925447063,0.2319671910121725
0.01,146270.4669608684,1.976572683857294,0.1298891971124267
0.01,146270.4669608684,0.25730860611509443,0.15017221715058698
0.01,146270.4669608684,0.6133782808200976,0.16497085374244363
0.01,146270.4669608684,0.4011163442979951,0.10755138184332805
0.01,146270.4669608684,0.35635367558001196,0.13685782974120117
0.01,146270.4669608684,2.137024570148687,0.11699307055142169
0.01,146269.47192367818,Unbound,20.47549702261544
0.01,146270.4669608684,2.4036455221549624,0.13609778489588534
0.01,146270.4669608684,0.47197306962781915,0.024574735417973996
0.01,146270.4669608684,1.7487453749208668,0.11848647473025148
0.01,146269.47192367818,Unbound,2.562777091614942
0.01,146270.4669608684,0.304559261122057,0.15593651246967194
0.01,146270.4669608684,2.356836087740174,0.2749661671603936
