m_planet,time,a,e
0.0012589254117941675,407743.4214505364,1.9927410749789767,0.09057850119712227
0.0012589254117941675,407743.4214505364,2.326014106837571,0.12369672795991704
0.0012589254117941675,407743.4214505364,1.7780407664476745,0.13819046274671026
0.0012589254117941675,407743.4214505364,1.6036769342747026,0.19383895841790383
0.0012589254117941675,407743.4214505364,1.5822314180317847,0.06061487173117202
0.0012589254117941675,407743.4214505364,1.3945938590601032,0.03580968213518391
0.0012589254117941675,407743.4214505364,1.500109718391666,0.10157199758170726
0.0012589254117941675,407743.4214505364,1.9035206677775833,0.048282659379244884
0.0012589254117941675,407743.4214505364,1.5979212068106226,0.10389656858964338
0.0012589254117941675,407743.4214505364,1.6699036227765627,0.11995623314025072
0.0012589254117941675,407743.4214505364,0.613933784811902,0.20340151592329317
0.0012589254117941675,407743.4214505364,2.047220234207907,0.06864992640936059
0.0012589254117941675,407743.4214505364,1.714119151953885,0.12363840049060104
0.0012589254117941675,407743.4214505364,96595.04710954586,0.997605333687023
0.0012589254117941675,407743.4214505364,1.6232548392503987,0.10416258623989046
0.0012589254117941675,407743.4214505364,0.6819393448566115,0.09596596301910705
0.0012589254117941675,407743.4214505364,2.3535763857628282,0.09387849391423314
0.0012589254117941675,407743.4214505364,0.9997181275408089,0.2595335123096611
0.0012589254117941675,407743.4214505364,1.7073103968662433,0.17907396575555154
0.0012589254117941675,407743.4214505364,1.333534640963573,0.12586296812846534
0.0012589254117941675,407743.4214505364,2.201261688831218,0.20042448348150374
0.0012589254117941675,407743.4214505364,1.8428135105598102,0.07895875306481712
0.0012589254117941675,407743.4214505364,1.858310521449208,0.09492902204938386
0.0012589254117941675,407743.4214505364,1.4649633920961114,0.07993359228474144
0.0012589254117941675,407743.4214505364,0.7861903911111933,0.028372891141327822
0.0012589254117941675,407743.4214505364,1.3865328288416174,0.04178516845123461
0.0012589254117941675,407743.4214505364,0.625543997454345,0.4000665311016948
0.0012589254117941675,407743.4214505364,2.335106393039443,0.17386142384575015
0.0012589254117941675,407743.4214505364,1.3015909295318744,0.04652448060831007
0.0012589254117941675,407743.4214505364,1.610058528703425,0.11124363335225917
0.0012589254117941675,407743.4214505364,0.6015381716574122,0.09394227923203828
0.0012589254117941675,407743.4214505364,0.6648236744944563,0.26671091687324217
0.0012589254117941675,407743.4214505364,0.6352949383903095,0.05381335169217848
0.0012589254117941675,407743.4214505364,1.5815956038116854,0.10001986291775569
0.0012589254117941675,407743.4214505364,1.6974810051789921,0.11006593219491606
0.0012589254117941675,407743.4214505364,1.465035421688098,0.1166836192415044
0.0012589254117941675,407743.4214505364,0.5233282682800163,0.14034941257021702
0.0012589254117941675,407743.4214505364,2.141536121247116,0.07217681893667388
0.0012589254117941675,407743.4214505364,0.5670981474815104,0.08673382548749582
0.0012589254117941675,407743.4214505364,0.5930873374796136,0.1456460114093082
0.0012589254117941675,407743.4214505364,2.055499156043287,0.035327667052147946
0.0012589254117941675,407743.4214505364,2.2248085357417273,0.2250354889833914
0.0012589254117941675,407743.4214505364,2.1373880301625805,0.22628610610361244
