m_planet,time,a
0.00168856,399000.0,-3221.7821887734067
0.00168856,399000.0,-4171.232406397603
0.00168856,399000.0,-11802.96747723982
0.00168856,399000.0,-2830.893893835273
0.00168856,399000.0,7363.911295643108
0.00168856,399000.0,-3302.8895021482754
0.00168856,399000.0,-1499.5849419150516
0.00168856,399000.0,-4861.829079215847
0.00168856,399000.0,-25326.994082827398
0.00168856,399000.0,-5421.700475787892
0.00168856,399000.0,-1843.9055989125084
0.00168856,399000.0,-3013.7305545159875
0.00168856,399000.0,-2469.1113829376154
0.00168856,399000.0,-1180.2427919060838
0.00168856,399000.0,-1916.357947655748
0.00168856,399000.0,-513.0506272551044
0.00168856,399000.0,-41.87624838265555
0.00168856,399000.0,-5432.151987115035
0.00168856,399000.0,5728.660075164585
0.00168856,399000.0,-117393.98335229124
0.00168856,399000.0,-4152.913717154966
0.00168856,399000.0,-12506.48176553132
0.00168856,399000.0,-5024.637792098011
0.00168856,399000.0,-16446.883615382827
0.00168856,399000.0,-4981.40083885311
0.00168856,399000.0,46409.04837821429
0.00168856,399000.0,5919.908062652149
0.00168856,399000.0,-4907.928655231421
0.00168856,399000.0,10126.194313516193
0.00168856,399000.0,79886.88986851565
0.00168856,399000.0,-3419.6857711591456
0.00168856,399000.0,25906.913527993118
0.00168856,399000.0,-790.8664872145736
0.00168856,399000.0,-3272.1036160443664
0.00168856,399000.0,-4413.078852610652
0.00168856,399000.0,-2520.2751161846927
0.00168856,399000.0,-8268.001481801837
0.00168856,399000.0,-3226.460366919901
0.00168856,399000.0,-2506.8831146318744
0.00168856,399000.0,-19883.175700585565
0.00168856,399000.0,-4349.328688770772
0.00168856,399000.0,-9348.63763338845
0.00168856,399000.0,-3603.7927224742084
0.00168856,399000.0,29717.147477316892
0.00168856,399000.0,55010.008373562865
0.00168856,399000.0,-2727.292624250546
0.00168856,399000.0,-1574.9124016403011
0.00168856,399000.0,1708.1088445537725
