0.00030027,106000.0,3834776, Ejected
0.00030027,137000.0,3834747, Ejected
0.00030027,189000.0,3834757, Ejected
0.00030027,210000.0,3834761, Ejected
0.00030027,238000.0,3834753, Ejected
0.00030027,247000.0,3834754, Ejected
0.00030027,268000.0,3834771, Ejected
0.00030027,358000.0,3834743, Ejected
0.00030027,401000.0,3834742, Ejected
0.00030027,403000.0,3834780, Ejected
0.00030027,413000.0,3834758, Ejected
0.00030027,452000.0,3834768, Ejected
0.00030027,432000.0,3834773, Ejected
0.00030027,319000.0,3834779, Ejected
0.00030027,419000.0,3834745, Ejected
0.00030027,521000.0,3834737, Ejected
0.00030027,551000.0,3834762, Ejected
0.00030027,592000.0,3834750, Ejected
0.00030027,611000.0,3834752, Ejected
3.0027e-05,993000.0,2498313, Captured
0.00030027,751000.0,3834772, Ejected
0.00030027,857000.0,3834755, Ejected
0.00030027,869000.0,3834775, Ejected
0.00030027,1066000.0,3834770, Ejected
3.0027e-05,1601000.0,2498312, Captured
0.00071206,28000.0,90371, Ejected
0.00071206,31000.0,90396, Ejected
0.00071206,32000.0,90403, Ejected
0.00071206,35000.0,90373, Ejected
0.00071206,39000.0,90387, Ejected
0.00071206,43000.0,90389, Ejected
0.00071206,44000.0,90392, Ejected
0.00071206,43000.0,90359, Ejected
0.00071206,44000.0,90381, Ejected
0.00071206,50000.0,90377, Ejected
0.00071206,56000.0,90382, Ejected
0.00071206,57000.0,90394, Ejected
0.00071206,59000.0,90407, Ejected
0.00071206,58000.0,90412, Ejected
0.00071206,61000.0,90353, Ejected
0.00071206,70000.0,90374, Ejected
0.00071206,73000.0,90385, Ejected
0.00071206,93000.0,90383, Ejected
0.00071206,99000.0,90352, Ejected
0.00071206,94000.0,90364, Ejected
0.00071206,110000.0,90355, Ejected
0.00071206,106000.0,90386, Ejected
0.00071206,119000.0,90393, Ejected
0.00071206,157000.0,90399, Ejected
0.00071206,155000.0,90398, Ejected
0.00071206,153000.0,90379, Ejected
0.00071206,137000.0,90369, Ejected
0.00071206,190000.0,90358, Ejected
0.00071206,306000.0,90372, Ejected
0.00071206,488000.0,90360, Ejected
0.00030027,2229000.0,3834778, Ejected
3.0027e-05,7593000.0,2498366, Ejected
3.0027e-05,9032000.0,2498356, Ejected
3.0027e-05,9579000.0,2498315, Ejected
3.0027e-05,9520000.0,2498292, Captured
